"region_class","term","estimate","std.error","p.value","p.adjusted"
"Urban","Grade_2013Primary 5",-2.92202081054517,0.429304872897986,5.34594954540684e-09,5.18557105904464e-07
"Urban","Grade_2013Primary 6,7,8",-3.96318411428475,0.519185704904486,2.07087831712016e-10,2.02946075077776e-08
"Urban","Grade_2013Secondary 1",-1.49703678554851,0.4055511760271,0.000483253822307231,0.0401100672515002
"Urban","Grade_2013Secondary 2",-0.603407450332787,0.493192930335348,0.225934950931798,1
"Urban","Grade_2013Secondary 3",-1.4989242099603,0.501818648094766,0.00407589377941961,0.30976792723589
"Urban","Grade_2013Secondary 4",-1.49626622814975,0.478511652156599,0.0027236879272124,0.215171346249779
"Urban","Grade_2013Secondary 5",-1.82971603416059,0.493456437105154,0.000458235461145791,0.0384917787362464
"Urban","Grade_2013Secondary 6",-1.61795810275368,0.471923314038296,0.00110289187843983,0.0893342421536264
"Urban","Grade_2012Pre-primary",0.283533850820415,0.190770734749561,0.142447888774087,1
"Urban","Grade_2012Primary 1",0.803432974510143,0.167960857514232,1.16031307130737e-05,0.000997869241324336
"Urban","Grade_2012Primary 2",1.1886476895261,0.222808404331167,1.5333546279195e-06,0.000138001916512755
"Urban","Grade_2012Primary 3",1.50744565996715,0.289158096679647,2.41107182526207e-06,0.000212174320623062
"Urban","Grade_2012Primary 4",1.73726009226721,0.30111786220428,2.97226194899022e-07,2.7047583735811e-05
"Urban","Grade_2012Primary 5",2.53181524329092,0.391369846810335,1.99726714288867e-08,1.91737645717313e-06
"Urban","Grade_2012Secondary 1",-0.7777147491517,0.302458457222065,0.0126279877910186,0.921551396136821
"Urban","paid_edu_expenses_year_endOther relatives",-0.12812361957133,0.137613709783159,0.355564956986157,1
"Urban","paid_edu_expenses_year_endBoth parents",0.263875465724877,0.146370437809602,0.076443420953805,1
"Urban","paid_edu_expenses_year_endOther household members",-0.137274137120033,0.155387433232128,0.380529363333185,1
"Urban","paid_edu_expenses_year_endFather",0.115713551798323,0.148921313662906,0.440204810916292,1
"Urban","paid_edu_expenses_year_endOther non-relatives",-0.285259154614461,0.332123610747982,0.393817158256883,1
"Urban","paid_edu_expenses_year_endMyself",0.00988127809776277,0.467428938476446,0.983204411468522,1
"Urban","why_not_attending_schFinancial Reasons",-0.102752856573943,0.18986948152373,0.590389860756335,1
"Urban","why_not_attending_schFamily circumstances",-0.110136425769155,0.346478697623815,0.751684525384494,1
"Urban","why_not_attending_schPoor health",-0.209666705463538,0.169072267438728,0.219765952669282,1
"Urban","why_not_attending_schOther",-0.145473580212876,0.183095661718348,0.430022971668115,1
"Urban","why_not_attending_schDropped out",0.0506501402132965,0.159439781096988,0.751833915647952,1
"Urban","why_not_attending_schHunger",-0.0953507913912263,0.323563078528767,0.769247957739403,1
"Rural","(Intercept)",0.796366054362551,0.112758454396489,4.38870675906258e-12,4.34481969147195e-10
"Rural","weight",0.000239944161856832,0.000265092832184473,0.365745605181024,1
"Rural","Consumption",4.46033863667577e-08,4.34992240599722e-08,0.305580875877084,1
"Rural","SexMale",0.0228069216020963,0.0230583775485828,0.323001357556786,1
"Rural","Age",0.00416864815864896,0.00677571621997688,0.538625495969752,1
"Rural","Father_aliveYes,but residing in onother household",0.0307215514772988,0.0407228672941948,0.450891337242637,1
"Rural","Father_aliveYes,and residing in the household",-0.0752678155537638,0.0547444945784902,0.169659712660985,1
"Rural","Father_aliveDont know",0.115603564827419,0.0762058842343061,0.129777258275819,1
"Rural","Mother_aliveYes and resident in household",-0.0189832137827912,0.0612817174786394,0.756839913281985,1
"Rural","Mother_aliveYes but residing in another household",-0.00967804580924896,0.0542464732664316,0.858460064892256,1
"Rural","Mother_aliveDo not know",0.0935820561522851,0.213895481214684,0.661891213381224,1
"Rural","health_probYes",0.00239721289770514,0.0294510842443638,0.93515287808516,1
"Rural","sch_attended_prev_yrFree Subsidized",0.00347008156965265,0.0254212725831515,0.891467772149046,1
"Rural","sch_attended_prev_yrPrivate",-0.0457692574524652,0.0912298565762079,0.616061963574043,1
"Rural","prob_in_schNot enough teachers",0.0637345024358708,0.170538813356389,0.708736776266693,1
"Rural","prob_in_schMediocre teaching",-0.315322456585881,0.0858360407046041,0.000259817348080102,0.0220844745868087
"Rural","prob_in_schPoor buildings & equipment",-0.0279381332561511,0.0554334476781545,0.614443952776756,1
"Rural","prob_in_schTeachers absent",0.0950212186111873,0.16998804888208,0.576371348007509,1
"Rural","prob_in_schBooks not available",-0.0561030355469414,0.0845749913073296,0.507350561702649,1
"Rural","prob_in_schDon't know",-0.0775727179771836,0.112166582026351,0.489456077313428,1
"Rural","prob_in_schOther (specify)",-0.254136115545572,0.107476982325516,0.0183574759534839,1
"Rural","Grade_2013Pre-primary",-0.550011743047481,0.105925182184061,2.81525353893266e-07,2.59003325581805e-05
"Rural","Grade_2013Primary 1",-0.729207839192914,0.0599059905306278,1.00040150514608e-30,1.00040150514608e-28
"Rural","Grade_2013Primary 2",-1.45167283475336,0.073902572153768,3.34920998107507e-67,3.55016257993958e-65
"Rural","Grade_2013Primary 3",-2.06774773185588,0.0893854561365575,6.73264703161122e-86,7.33858526445623e-84
"Rural","Grade_2013Primary 4",-2.55625362240801,0.109931021432919,1.50349073678998e-86,1.65383981046898e-84
"Rural","Grade_2013Primary 5",-2.94262879535737,0.124552626088906,1.44853161873764e-88,1.60787009679878e-86
"Rural","Grade_2013Primary 6,7,8",-3.40751618485214,0.141387850841748,3.86453955931387e-91,4.32828430643154e-89
"Rural","Grade_2013Secondary 1",-3.15275691031297,0.158998219454714,3.49192081933003e-68,3.77127448487643e-66
"Rural","Grade_2013Secondary 2",1.07424559757105,0.407463507316803,0.0085877159718546,0.63549098191724
"Rural","Grade_2013Secondary 3",0.0568127931929842,0.303586882984777,0.851613069505772,1
"Rural","Grade_2013Secondary 4",-0.877601423197279,0.165740468951238,1.65269557381223e-07,1.53700688364537e-05
"Rural","Grade_2012Pre-primary",-0.0263750848879931,0.064246415116707,0.68155853163586,1
"Rural","Grade_2012Primary 1",0.738596256583829,0.0481840207561405,3.16878589768648e-45,3.20047375666335e-43
"Rural","Grade_2012Primary 2",1.32404665810729,0.0711578883234822,9.05506701652706e-62,9.32671902702287e-60
"Rural","Grade_2012Primary 3",1.81044486559701,0.0960965854052831,5.53909983233376e-63,5.76066382562711e-61
"Rural","Grade_2012Primary 4",2.21498107713638,0.114208582971031,6.8664449738424e-66,7.20976722253452e-64
"Rural","Grade_2012Primary 5",2.62465173790156,0.133353563702371,2.08874828129087e-67,2.23496066098123e-65
"Rural","Grade_2012Primary 6,7,8",2.39262220384346,0.151004109483201,9.51708324877343e-48,9.7074249137489e-46
"Rural","Grade_2012Secondary 1",-1.92695284979285,0.423836446274723,6.558357547222e-06,0.000570577106608314
"Rural","Grade_2012Secondary 2",-0.905773673545531,0.297941865839344,0.00246436249643438,0.197148999714751
"Rural","paid_edu_expenses_year_endOther relatives",-0.0611760585051059,0.0677825703717476,0.367122760967849,1
"Rural","paid_edu_expenses_year_endBoth parents",0.0548028956832637,0.0506622893223361,0.279791915943996,1
"Rural","paid_edu_expenses_year_endOther household members",-0.0358026525743623,0.0573483518729777,0.532658618389866,1
"Rural","paid_edu_expenses_year_endFather",0.000888540843510825,0.0616816595447791,0.988511275698547,1
"Rural","paid_edu_expenses_year_endOther Organization/Association",-0.101047963266893,0.142348528389605,0.47805508305508,1
"Rural","paid_edu_expenses_year_endOther non-relatives",-0.120488095597244,0.128413829485533,0.348464854888658,1
"Rural","paid_edu_expenses_year_endMyself",0.0589573233030089,0.164486245387459,0.720140803342749,1
"Rural","why_not_attending_schFinancial Reasons",-0.0701083101157992,0.0620906864264306,0.2592792723222,1
"Rural","why_not_attending_schFamily circumstances",0.0212926614816981,0.0325137899170754,0.512786506795687,1
"Rural","why_not_attending_schPoor health",0.0228568066497191,0.0353477160843406,0.518111558105424,1
"Rural","why_not_attending_schFear of Punishment",0.0113397255300805,0.122947920680899,0.926543457030029,1
"Rural","why_not_attending_schOther",0.0372630873865493,0.0602275313916857,0.53633708769017,1
"Rural","why_not_attending_schDropped out",0.0141190345358179,0.0396222929342227,0.721706290252702,1
"Rural","why_not_attending_schHunger",0.039326847922328,0.126636272883956,0.756247055655614,1
"Rural","why_not_attending_schTransition between levels",0.069741398850056,0.107070282557869,0.515054099017185,1
"Rural","why_not_attending_schCompleted Studies",-0.058636606780345,0.184595356673229,0.750857493179493,1
